Rank,Club,Country,Level,Elo,From,To
7,Bayern,GER,1,1862.35388184,2000-04-23,2000-04-23
7,Bayern,GER,1,1866.83886719,2000-04-24,2000-04-29
8,Bayern,GER,1,1870.03283691,2000-04-30,2000-04-30
7,Bayern,GER,1,1870.03283691,2000-05-01,2000-05-03
7,Bayern,GER,1,1858.23510742,2000-05-04,2000-05-07
8,Bayern,GER,1,1858.23510742,2000-05-08,2000-05-09
8,Bayern,GER,1,1855.95605469,2000-05-10,2000-05-13
7,Bayern,GER,1,1863.01342773,2000-05-14,2000-05-20
7,Bayern,GER,1,1866.49951172,2000-05-21,2000-08-08
7,Bayern,GER,1,1867.99316406,2000-08-09,2000-08-09
7,Bayern,GER,1,1867.92687988,2000-08-10,2000-08-12
6,Bayern,GER,1,1871.69519043,2000-08-13,2000-08-19
6,Bayern,GER,1,1877.8795166,2000-08-20,2000-08-22
6,Bayern,GER,1,1877.90625,2000-08-23,2000-08-23
6,Bayern,GER,1,1874.71606445,2000-08-24,2000-09-06
6,Bayern,GER,1,1877.64331055,2000-09-07,2000-09-09
6,Bayern,GER,1,1866.27697754,2000-09-10,2000-09-11
6,Bayern,GER,1,1866.39624023,2000-09-12,2000-09-12
7,Bayern,GER,1,1861.84130859,2000-09-13,2000-09-13
7,Bayern,GER,1,1869.48205566,2000-09-14,2000-09-14
7,Bayern,GER,1,1866.02026367,2000-09-15,2000-09-16
7,Bayern,GER,1,1868.12463379,2000-09-17,2000-09-19
6,Bayern,GER,1,1871.32800293,2000-09-20,2000-09-20
6,Bayern,GER,1,1872.34631348,2000-09-21,2000-09-21
6,Bayern,GER,1,1872.50158691,2000-09-22,2000-09-23
6,Bayern,GER,1,1875.86645508,2000-09-24,2000-09-26
7,Bayern,GER,1,1861.32714844,2000-09-27,2000-09-27
8,Bayern,GER,1,1858.33630371,2000-09-28,2000-09-28
6,Bayern,GER,1,1864.79797363,2000-09-29,2000-09-30
10,Bayern,GER,1,1849.32226562,2000-10-01,2000-10-01
9,Bayern,GER,1,1849.32226562,2000-10-02,2000-10-14
10,Bayern,GER,1,1835.77661133,2000-10-15,2000-10-17
10,Bayern,GER,1,1834.5534668,2000-10-18,2000-10-18
10,Bayern,GER,1,1841.76037598,2000-10-19,2000-10-21
9,Bayern,GER,1,1845.04162598,2000-10-22,2000-10-23
9,Bayern,GER,1,1846.66821289,2000-10-24,2000-10-24
9,Bayern,GER,1,1844.68591309,2000-10-25,2000-10-25
9,Bayern,GER,1,1845.84863281,2000-10-26,2000-10-26
9,Bayern,GER,1,1845.31774902,2000-10-27,2000-10-28
9,Bayern,GER,1,1843.33703613,2000-10-29,2000-11-01
8,Bayern,GER,1,1843.33703613,2000-11-02,2000-11-04
8,Bayern,GER,1,1847.81091309,2000-11-05,2000-11-07
8,Bayern,GER,1,1850.88232422,2000-11-08,2000-11-08
8,Bayern,GER,1,1848.0871582,2000-11-09,2000-11-09
8,Bayern,GER,1,1853.82495117,2000-11-10,2000-11-11
8,Bayern,GER,1,1843.84484863,2000-11-12,2000-11-18
9,Bayern,GER,1,1829.35583496,2000-11-19,2000-11-21
8,Bayern,GER,1,1828.4432373,2000-11-22,2000-11-22
7,Bayern,GER,1,1832.34729004,2000-11-23,2000-11-23
8,Bayern,GER,1,1830.92956543,2000-11-24,2000-11-25
8,Bayern,GER,1,1827.96630859,2000-11-26,2000-11-26
7,Bayern,GER,1,1827.96630859,2000-11-27,2000-11-30
7,Bayern,GER,1,1826.93737793,2000-12-01,2000-12-02
7,Bayern,GER,1,1834.06311035,2000-12-03,2000-12-05
6,Bayern,GER,1,1835.00939941,2000-12-06,2000-12-06
8,Bayern,GER,1,1835.00939941,2000-12-07,2000-12-07
10,Bayern,GER,1,1828.859375,2000-12-08,2000-12-09
10,Bayern,GER,1,1827.51269531,2000-12-10,2000-12-13
10,Bayern,GER,1,1830.26379395,2000-12-14,2000-12-17
10,Bayern,GER,1,1839.26159668,2000-12-18,2000-12-18
9,Bayern,GER,1,1839.26159668,2000-12-19,2000-12-23
8,Bayern,GER,1,1839.26159668,2000-12-24,2001-01-07
7,Bayern,GER,1,1839.26159668,2001-01-08,2001-01-20
8,Bayern,GER,1,1839.26159668,2001-01-21,2001-01-27
7,Bayern,GER,1,1840.55419922,2001-01-28,2001-01-28
8,Bayern,GER,1,1840.55419922,2001-01-29,2001-02-03
7,Bayern,GER,1,1849.92932129,2001-02-04,2001-02-10
7,Bayern,GER,1,1852.01000977,2001-02-11,2001-02-11
8,Bayern,GER,1,1852.01000977,2001-02-12,2001-02-13
6,Bayern,GER,1,1855.49279785,2001-02-14,2001-02-15
6,Bayern,GER,1,1855.66772461,2001-02-16,2001-02-17
7,Bayern,GER,1,1843.48339844,2001-02-18,2001-02-21
6,Bayern,GER,1,1862.73608398,2001-02-22,2001-02-22
6,Bayern,GER,1,1862.94946289,2001-02-23,2001-02-24
6,Bayern,GER,1,1855.54992676,2001-02-25,2001-03-03
8,Bayern,GER,1,1844.07006836,2001-03-04,2001-03-06
11,Bayern,GER,1,1827.23547363,2001-03-07,2001-03-08
11,Bayern,GER,1,1828.61828613,2001-03-09,2001-03-10
11,Bayern,GER,1,1830.64196777,2001-03-11,2001-03-14
10,Bayern,GER,1,1837.34716797,2001-03-15,2001-03-15
8,Bayern,GER,1,1842.57702637,2001-03-16,2001-03-17
6,Bayern,GER,1,1850.96398926,2001-03-18,2001-03-18
7,Bayern,GER,1,1850.96398926,2001-03-19,2001-03-31
9,Bayern,GER,1,1836.8572998,2001-04-01,2001-04-03
6,Bayern,GER,1,1854.0534668,2001-04-04,2001-04-05
6,Bayern,GER,1,1850.06030273,2001-04-06,2001-04-07
6,Bayern,GER,1,1849.18774414,2001-04-08,2001-04-08
7,Bayern,GER,1,1849.18774414,2001-04-09,2001-04-11
8,Bayern,GER,1,1849.18774414,2001-04-12,2001-04-14
12,Bayern,GER,1,1830.25585938,2001-04-15,2001-04-15
11,Bayern,GER,1,1830.25585938,2001-04-16,2001-04-16
12,Bayern,GER,1,1830.25585938,2001-04-17,2001-04-17
11,Bayern,GER,1,1830.25585938,2001-04-18,2001-04-18
9,Bayern,GER,1,1842.125,2001-04-19,2001-04-19
9,Bayern,GER,1,1840.52355957,2001-04-20,2001-04-21
10,Bayern,GER,1,1846.19506836,2001-04-22,2001-04-22
9,Bayern,GER,1,1846.19506836,2001-04-23,2001-04-28
9,Bayern,GER,1,1849.03295898,2001-04-29,2001-05-01
4,Bayern,GER,1,1866.49267578,2001-05-02,2001-05-02
5,Bayern,GER,1,1866.49267578,2001-05-03,2001-05-05
4,Bayern,GER,1,1873.67102051,2001-05-06,2001-05-09
4,Bayern,GER,1,1883.52624512,2001-05-10,2001-05-12
4,Bayern,GER,1,1885.8560791,2001-05-13,2001-05-13
3,Bayern,GER,1,1885.8560791,2001-05-14,2001-05-16
4,Bayern,GER,1,1885.8560791,2001-05-17,2001-05-19
3,Bayern,GER,1,1882.72937012,2001-05-20,2001-05-23
3,Bayern,GER,1,1884.05310059,2001-05-24,2001-06-10
4,Bayern,GER,1,1884.05310059,2001-06-11,2001-07-28
5,Bayern,GER,1,1872.06311035,2001-07-29,2001-08-04
5,Bayern,GER,1,1878.03674316,2001-08-05,2001-08-07
5,Bayern,GER,1,1881.76196289,2001-08-08,2001-08-08
4,Bayern,GER,1,1882.2833252,2001-08-09,2001-08-11
4,Bayern,GER,1,1881.68408203,2001-08-12,2001-08-18
4,Bayern,GER,1,1883.34851074,2001-08-19,2001-08-21
4,Bayern,GER,1,1886.47546387,2001-08-22,2001-08-22
4,Bayern,GER,1,1887.30200195,2001-08-23,2001-09-08
3,Bayern,GER,1,1898.37536621,2001-09-09,2001-09-11
4,Bayern,GER,1,1893.02404785,2001-09-12,2001-09-15
3,Bayern,GER,1,1895.49621582,2001-09-16,2001-09-18
3,Bayern,GER,1,1889.79345703,2001-09-19,2001-09-19
3,Bayern,GER,1,1889.11071777,2001-09-20,2001-09-20
3,Bayern,GER,1,1889.23205566,2001-09-21,2001-09-22
3,Bayern,GER,1,1895.92199707,2001-09-23,2001-09-25
2,Bayern,GER,1,1908.31359863,2001-09-26,2001-09-26
3,Bayern,GER,1,1902.94763184,2001-09-27,2001-09-27
3,Bayern,GER,1,1904.68127441,2001-09-28,2001-09-30
2,Bayern,GER,1,1908.85681152,2001-10-01,2001-10-03
1,Bayern,GER,1,1908.85681152,2001-10-04,2001-10-10
3,Bayern,GER,1,1904.46057129,2001-10-11,2001-10-13
1,Bayern,GER,1,1912.39758301,2001-10-14,2001-10-16
1,Bayern,GER,1,1925.09460449,2001-10-17,2001-10-17
1,Bayern,GER,1,1926.55578613,2001-10-18,2001-10-18
1,Bayern,GER,1,1916.82434082,2001-10-19,2001-10-20
1,Bayern,GER,1,1921.42895508,2001-10-21,2001-10-23
1,Bayern,GER,1,1925.35705566,2001-10-24,2001-10-24
1,Bayern,GER,1,1924.50354004,2001-10-25,2001-10-27
1,Bayern,GER,1,1928.71960449,2001-10-28,2001-10-30
1,Bayern,GER,1,1931.23754883,2001-10-31,2001-10-31
1,Bayern,GER,1,1934.52893066,2001-11-01,2001-11-01
1,Bayern,GER,1,1942.13146973,2001-11-02,2001-11-03
1,Bayern,GER,1,1944.93737793,2001-11-04,2001-11-17
1,Bayern,GER,1,1933.73901367,2001-11-18,2001-11-20
1,Bayern,GER,1,1926.74511719,2001-11-21,2001-11-22
1,Bayern,GER,1,1928.72583008,2001-11-23,2001-11-24
1,Bayern,GER,1,1920.31140137,2001-11-25,2001-11-29
1,Bayern,GER,1,1916.73925781,2001-11-30,2001-12-02
1,Bayern,GER,1,1905.97045898,2001-12-03,2001-12-04
1,Bayern,GER,1,1909.45825195,2001-12-05,2001-12-05
1,Bayern,GER,1,1918.16040039,2001-12-06,2001-12-06
1,Bayern,GER,1,1904.6373291,2001-12-07,2001-12-08
2,Bayern,GER,1,1897.74841309,2001-12-09,2001-12-15
2,Bayern,GER,1,1884.8458252,2001-12-16,2001-12-18
2,Bayern,GER,1,1877.27392578,2001-12-19,2002-01-26
3,Bayern,GER,1,1858.92797852,2002-01-27,2002-01-27
4,Bayern,GER,1,1858.92797852,2002-01-28,2002-01-29
5,Bayern,GER,1,1858.92797852,2002-01-30,2002-02-03
4,Bayern,GER,1,1865.765625,2002-02-04,2002-02-06
7,Bayern,GER,1,1852.31201172,2002-02-07,2002-02-09
8,Bayern,GER,1,1848.84680176,2002-02-10,2002-02-16
7,Bayern,GER,1,1857.08398438,2002-02-17,2002-02-19
7,Bayern,GER,1,1856.20593262,2002-02-20,2002-02-20
7,Bayern,GER,1,1854.78417969,2002-02-21,2002-02-21
7,Bayern,GER,1,1855.92785645,2002-02-22,2002-02-23
6,Bayern,GER,1,1859.77160645,2002-02-24,2002-02-26
6,Bayern,GER,1,1862.85949707,2002-02-27,2002-02-27
6,Bayern,GER,1,1860.47265625,2002-02-28,2002-02-28
4,Bayern,GER,1,1861.2734375,2002-03-01,2002-03-02
4,Bayern,GER,1,1869.92871094,2002-03-03,2002-03-09
4,Bayern,GER,1,1872.33764648,2002-03-10,2002-03-12
3,Bayern,GER,1,1875.33740234,2002-03-13,2002-03-13
3,Bayern,GER,1,1879.89282227,2002-03-14,2002-03-14
3,Bayern,GER,1,1880.36621094,2002-03-15,2002-03-16
3,Bayern,GER,1,1878.77844238,2002-03-17,2002-03-19
4,Bayern,GER,1,1881.4630127,2002-03-20,2002-03-20
3,Bayern,GER,1,1887.32714844,2002-03-21,2002-03-21
2,Bayern,GER,1,1891.18359375,2002-03-22,2002-03-23
2,Bayern,GER,1,1893.23779297,2002-03-24,2002-03-30
2,Bayern,GER,1,1890.23510742,2002-03-31,2002-04-02
3,Bayern,GER,1,1893.74804688,2002-04-03,2002-04-03
3,Bayern,GER,1,1892.61254883,2002-04-04,2002-04-04
3,Bayern,GER,1,1896.95397949,2002-04-05,2002-04-06
4,Bayern,GER,1,1890.57165527,2002-04-07,2002-04-09
3,Bayern,GER,1,1895.62097168,2002-04-10,2002-04-10
4,Bayern,GER,1,1879.01989746,2002-04-11,2002-04-11
4,Bayern,GER,1,1878.06420898,2002-04-12,2002-04-13
3,Bayern,GER,1,1881.96606445,2002-04-14,2002-04-20
3,Bayern,GER,1,1888.15869141,2002-04-21,2002-04-24
3,Bayern,GER,1,1890.32983398,2002-04-25,2002-04-27
3,Bayern,GER,1,1896.43432617,2002-04-28,2002-05-01
3,Bayern,GER,1,1897.18933105,2002-05-02,2002-05-04
3,Bayern,GER,1,1898.6472168,2002-05-05,2002-05-08
2,Bayern,GER,1,1894.54382324,2002-05-09,2002-05-10
1,Bayern,GER,1,1894.54382324,2002-05-11,2002-05-11
2,Bayern,GER,1,1894.54382324,2002-05-12,2002-05-15
3,Bayern,GER,1,1892.11621094,2002-05-16,2002-08-10
3,Bayern,GER,1,1888.14624023,2002-08-11,2002-08-14
3,Bayern,GER,1,1889.68994141,2002-08-15,2002-08-17
3,Bayern,GER,1,1893.28320312,2002-08-18,2002-08-24
2,Bayern,GER,1,1902.35388184,2002-08-25,2002-08-27
2,Bayern,GER,1,1902.50073242,2002-08-28,2002-09-02
3,Bayern,GER,1,1902.50073242,2002-09-03,2002-09-10
2,Bayern,GER,1,1905.78125,2002-09-11,2002-09-14
2,Bayern,GER,1,1908.96789551,2002-09-15,2002-09-17
3,Bayern,GER,1,1906.76428223,2002-09-18,2002-09-18
5,Bayern,GER,1,1886.21032715,2002-09-19,2002-09-19
5,Bayern,GER,1,1886.46630859,2002-09-20,2002-09-21
5,Bayern,GER,1,1888.3137207,2002-09-22,2002-09-24
6,Bayern,GER,1,1883.63037109,2002-09-25,2002-09-25
6,Bayern,GER,1,1884.59301758,2002-09-26,2002-09-28
7,Bayern,GER,1,1876.20922852,2002-09-29,2002-10-01
9,Bayern,GER,1,1863.17382812,2002-10-02,2002-10-02
9,Bayern,GER,1,1867.76977539,2002-10-03,2002-10-03
9,Bayern,GER,1,1868.70812988,2002-10-04,2002-10-05
8,Bayern,GER,1,1872.05786133,2002-10-06,2002-10-19
8,Bayern,GER,1,1876.88745117,2002-10-20,2002-10-20
7,Bayern,GER,1,1876.88745117,2002-10-21,2002-10-22
7,Bayern,GER,1,1874.87036133,2002-10-23,2002-10-23
7,Bayern,GER,1,1867.75915527,2002-10-24,2002-10-26
8,Bayern,GER,1,1860.46386719,2002-10-27,2002-10-29
9,Bayern,GER,1,1857.01623535,2002-10-30,2002-10-30
9,Bayern,GER,1,1858.92590332,2002-10-31,2002-10-31
9,Bayern,GER,1,1857.88928223,2002-11-01,2002-11-03
9,Bayern,GER,1,1845.84924316,2002-11-04,2002-11-06
11,Bayern,GER,1,1845.84924316,2002-11-07,2002-11-07
10,Bayern,GER,1,1846.22949219,2002-11-08,2002-11-09
8,Bayern,GER,1,1852.37744141,2002-11-10,2002-11-12
7,Bayern,GER,1,1850.83569336,2002-11-13,2002-11-13
10,Bayern,GER,1,1841.13305664,2002-11-14,2002-11-14
10,Bayern,GER,1,1836.45458984,2002-11-15,2002-11-16
9,Bayern,GER,1,1839.45373535,2002-11-17,2002-11-23
8,Bayern,GER,1,1846.47814941,2002-11-24,2002-11-26
9,Bayern,GER,1,1848.83557129,2002-11-27,2002-11-27
10,Bayern,GER,1,1845.97851562,2002-11-28,2002-11-28
10,Bayern,GER,1,1849.62597656,2002-11-29,2002-11-30
8,Bayern,GER,1,1855.31237793,2002-12-01,2002-12-07
6,Bayern,GER,1,1867.90783691,2002-12-08,2002-12-10
8,Bayern,GER,1,1857.02880859,2002-12-11,2002-12-11
9,Bayern,GER,1,1853.4654541,2002-12-12,2002-12-12
8,Bayern,GER,1,1856.7668457,2002-12-13,2002-12-14
9,Bayern,GER,1,1851.69030762,2002-12-15,2002-12-15
8,Bayern,GER,1,1851.69030762,2002-12-16,2002-12-21
9,Bayern,GER,1,1851.69030762,2002-12-22,2003-01-18
8,Bayern,GER,1,1851.69030762,2003-01-19,2003-01-26
7,Bayern,GER,1,1855.44470215,2003-01-27,2003-02-01
8,Bayern,GER,1,1851.8425293,2003-02-02,2003-02-09
7,Bayern,GER,1,1845.91271973,2003-02-10,2003-02-15
6,Bayern,GER,1,1860.01403809,2003-02-16,2003-02-18
6,Bayern,GER,1,1855.88244629,2003-02-19,2003-02-19
6,Bayern,GER,1,1854.73425293,2003-02-20,2003-02-20
6,Bayern,GER,1,1851.74597168,2003-02-21,2003-02-22
6,Bayern,GER,1,1854.19641113,2003-02-23,2003-02-25
7,Bayern,GER,1,1853.99731445,2003-02-26,2003-02-26
6,Bayern,GER,1,1852.7355957,2003-02-27,2003-02-27
8,Bayern,GER,1,1848.18859863,2003-02-28,2003-03-01
6,Bayern,GER,1,1853.51879883,2003-03-02,2003-03-02
7,Bayern,GER,1,1853.51879883,2003-03-03,2003-03-08
7,Bayern,GER,1,1858.31079102,2003-03-09,2003-03-11
7,Bayern,GER,1,1857.22839355,2003-03-12,2003-03-12
6,Bayern,GER,1,1858.56091309,2003-03-13,2003-03-13
7,Bayern,GER,1,1858.56091309,2003-03-14,2003-03-15
6,Bayern,GER,1,1865.09436035,2003-03-16,2003-03-18
7,Bayern,GER,1,1869.03869629,2003-03-19,2003-03-19
8,Bayern,GER,1,1865.99047852,2003-03-20,2003-03-20
6,Bayern,GER,1,1865.99047852,2003-03-21,2003-03-22
6,Bayern,GER,1,1867.79064941,2003-03-23,2003-03-23
8,Bayern,GER,1,1867.79064941,2003-03-24,2003-04-05
7,Bayern,GER,1,1863.38977051,2003-04-06,2003-04-08
6,Bayern,GER,1,1863.38977051,2003-04-09,2003-04-12
8,Bayern,GER,1,1849.62487793,2003-04-13,2003-04-19
8,Bayern,GER,1,1842.06591797,2003-04-20,2003-04-20
9,Bayern,GER,1,1842.06591797,2003-04-21,2003-04-22
7,Bayern,GER,1,1842.06591797,2003-04-23,2003-04-23
8,Bayern,GER,1,1842.06591797,2003-04-24,2003-04-26
7,Bayern,GER,1,1849.99572754,2003-04-27,2003-05-03
7,Bayern,GER,1,1852.76403809,2003-05-04,2003-05-04
5,Bayern,GER,1,1852.76403809,2003-05-05,2003-05-07
6,Bayern,GER,1,1852.76403809,2003-05-08,2003-05-10
5,Bayern,GER,1,1864.85986328,2003-05-11,2003-05-17
5,Bayern,GER,1,1867.98120117,2003-05-18,2003-05-24
6,Bayern,GER,1,1857.07287598,2003-05-25,2003-05-25
7,Bayern,GER,1,1857.07287598,2003-05-26,2003-06-01
6,Bayern,GER,1,1857.07287598,2003-06-02,2003-06-15
7,Bayern,GER,1,1857.07287598,2003-06-16,2003-08-01
7,Bayern,GER,1,1859.38000488,2003-08-02,2003-08-09
7,Bayern,GER,1,1856.13879395,2003-08-10,2003-08-12
8,Bayern,GER,1,1856.13879395,2003-08-13,2003-08-13
8,Bayern,GER,1,1854.92712402,2003-08-14,2003-08-16
7,Bayern,GER,1,1858.05200195,2003-08-17,2003-08-24
6,Bayern,GER,1,1865.7364502,2003-08-25,2003-08-26
7,Bayern,GER,1,1865.7364502,2003-08-27,2003-08-27
7,Bayern,GER,1,1865.24645996,2003-08-28,2003-09-13
8,Bayern,GER,1,1854.29382324,2003-09-14,2003-09-16
9,Bayern,GER,1,1852.32177734,2003-09-17,2003-09-17
9,Bayern,GER,1,1858.21203613,2003-09-18,2003-09-20
10,Bayern,GER,1,1852.19726562,2003-09-21,2003-09-21
9,Bayern,GER,1,1852.19726562,2003-09-22,2003-09-24
11,Bayern,GER,1,1846.93701172,2003-09-25,2003-09-25
11,Bayern,GER,1,1846.51574707,2003-09-26,2003-09-27
10,Bayern,GER,1,1850.31799316,2003-09-28,2003-09-30
10,Bayern,GER,1,1850.29504395,2003-10-01,2003-10-01
9,Bayern,GER,1,1853.61352539,2003-10-02,2003-10-04
9,Bayern,GER,1,1858.36022949,2003-10-05,2003-10-15
10,Bayern,GER,1,1843.87854004,2003-10-16,2003-10-16
10,Bayern,GER,1,1841.85070801,2003-10-17,2003-10-18
12,Bayern,GER,1,1837.03283691,2003-10-19,2003-10-19
11,Bayern,GER,1,1837.03283691,2003-10-20,2003-10-21
9,Bayern,GER,1,1837.69628906,2003-10-22,2003-10-22
9,Bayern,GER,1,1840.39440918,2003-10-23,2003-10-25
8,Bayern,GER,1,1844.22302246,2003-10-26,2003-10-26
9,Bayern,GER,1,1844.22302246,2003-10-27,2003-10-30
8,Bayern,GER,1,1844.22302246,2003-10-31,2003-11-01
11,Bayern,GER,1,1828.79553223,2003-11-02,2003-11-04
10,Bayern,GER,1,1833.71813965,2003-11-05,2003-11-05
12,Bayern,GER,1,1816.97851562,2003-11-06,2003-11-06
14,Bayern,GER,1,1815.18103027,2003-11-07,2003-11-09
13,Bayern,GER,1,1823.67114258,2003-11-10,2003-11-22
12,Bayern,GER,1,1828.74682617,2003-11-23,2003-11-23
13,Bayern,GER,1,1828.74682617,2003-11-24,2003-11-25
10,Bayern,GER,1,1832.75109863,2003-11-26,2003-11-26
10,Bayern,GER,1,1834.18200684,2003-11-27,2003-11-27
11,Bayern,GER,1,1825.36853027,2003-11-28,2003-11-29
13,Bayern,GER,1,1817.20056152,2003-11-30,2003-12-06
14,Bayern,GER,1,1817.26916504,2003-12-07,2003-12-09
13,Bayern,GER,1,1815.79309082,2003-12-10,2003-12-10
13,Bayern,GER,1,1821.43774414,2003-12-11,2003-12-13
12,Bayern,GER,1,1826.59692383,2003-12-14,2003-12-14
13,Bayern,GER,1,1826.59692383,2003-12-15,2003-12-16
11,Bayern,GER,1,1837.01000977,2003-12-17,2003-12-21
9,Bayern,GER,1,1837.01000977,2003-12-22,2003-12-26
8,Bayern,GER,1,1837.01000977,2003-12-27,2004-01-11
9,Bayern,GER,1,1837.01000977,2004-01-12,2004-01-17
10,Bayern,GER,1,1837.01000977,2004-01-18,2004-01-31
10,Bayern,GER,1,1831.40234375,2004-02-01,2004-02-01
11,Bayern,GER,1,1831.40234375,2004-02-02,2004-02-08
12,Bayern,GER,1,1834.40075684,2004-02-09,2004-02-14
12,Bayern,GER,1,1824.26733398,2004-02-15,2004-02-21
12,Bayern,GER,1,1826.92285156,2004-02-22,2004-02-24
12,Bayern,GER,1,1824.24279785,2004-02-25,2004-02-25
12,Bayern,GER,1,1821.85095215,2004-02-26,2004-02-26
13,Bayern,GER,1,1821.85095215,2004-02-27,2004-02-28
13,Bayern,GER,1,1825.19592285,2004-02-29,2004-03-06
12,Bayern,GER,1,1833.32897949,2004-03-07,2004-03-09
12,Bayern,GER,1,1833.2545166,2004-03-10,2004-03-10
12,Bayern,GER,1,1828.3034668,2004-03-11,2004-03-11
13,Bayern,GER,1,1828.3034668,2004-03-12,2004-03-13
15,Bayern,GER,1,1821.58996582,2004-03-14,2004-03-20
15,Bayern,GER,1,1817.72705078,2004-03-21,2004-03-24
13,Bayern,GER,1,1817.72705078,2004-03-25,2004-03-25
14,Bayern,GER,1,1817.72705078,2004-03-26,2004-03-27
14,Bayern,GER,1,1821.35681152,2004-03-28,2004-04-03
12,Bayern,GER,1,1827.70056152,2004-04-04,2004-04-04
13,Bayern,GER,1,1827.70056152,2004-04-05,2004-04-06
14,Bayern,GER,1,1827.70056152,2004-04-07,2004-04-07
13,Bayern,GER,1,1827.70056152,2004-04-08,2004-04-08
12,Bayern,GER,1,1827.70056152,2004-04-09,2004-04-10
10,Bayern,GER,1,1830.89367676,2004-04-11,2004-04-14
11,Bayern,GER,1,1830.89367676,2004-04-15,2004-04-17
14,Bayern,GER,1,1818.4642334,2004-04-18,2004-04-25
13,Bayern,GER,1,1820.15014648,2004-04-26,2004-05-01
13,Bayern,GER,1,1823.02038574,2004-05-02,2004-05-02
12,Bayern,GER,1,1823.02038574,2004-05-03,2004-05-08
13,Bayern,GER,1,1807.03808594,2004-05-09,2004-05-09
12,Bayern,GER,1,1807.03808594,2004-05-10,2004-05-14
13,Bayern,GER,1,1807.03808594,2004-05-15,2004-05-15
16,Bayern,GER,1,1796.81311035,2004-05-16,2004-05-16
17,Bayern,GER,1,1796.81311035,2004-05-17,2004-05-22
16,Bayern,GER,1,1799.37609863,2004-05-23,2004-05-23
15,Bayern,GER,1,1799.37609863,2004-05-24,2004-08-07
13,Bayern,GER,1,1808.30895996,2004-08-08,2004-08-11
13,Bayern,GER,1,1812.13317871,2004-08-12,2004-08-14
13,Bayern,GER,1,1805.49755859,2004-08-15,2004-08-24
14,Bayern,GER,1,1805.49755859,2004-08-25,2004-08-25
15,Bayern,GER,1,1805.10681152,2004-08-26,2004-08-28
19,Bayern,GER,1,1793.49707031,2004-08-29,2004-09-11
18,Bayern,GER,1,1795.11645508,2004-09-12,2004-09-12
17,Bayern,GER,1,1795.11645508,2004-09-13,2004-09-14
19,Bayern,GER,1,1792.21960449,2004-09-15,2004-09-15
13,Bayern,GER,1,1803.33911133,2004-09-16,2004-09-16
14,Bayern,GER,1,1806.37561035,2004-09-17,2004-09-18
14,Bayern,GER,1,1806.18762207,2004-09-19,2004-09-19
15,Bayern,GER,1,1806.18762207,2004-09-20,2004-09-25
15,Bayern,GER,1,1808.95239258,2004-09-26,2004-09-28
15,Bayern,GER,1,1818.01269531,2004-09-29,2004-09-29
15,Bayern,GER,1,1821.85986328,2004-09-30,2004-09-30
15,Bayern,GER,1,1817.68676758,2004-10-01,2004-10-02
13,Bayern,GER,1,1827.16381836,2004-10-03,2004-10-16
14,Bayern,GER,1,1813.27050781,2004-10-17,2004-10-19
15,Bayern,GER,1,1809.72900391,2004-10-20,2004-10-20
16,Bayern,GER,1,1813.32714844,2004-10-21,2004-10-21
15,Bayern,GER,1,1817.40881348,2004-10-22,2004-10-23
13,Bayern,GER,1,1824.95239258,2004-10-24,2004-10-24
14,Bayern,GER,1,1824.95239258,2004-10-25,2004-10-26
13,Bayern,GER,1,1828.88220215,2004-10-27,2004-10-30
15,Bayern,GER,1,1812.91931152,2004-10-31,2004-11-02
15,Bayern,GER,1,1815.33654785,2004-11-03,2004-11-03
17,Bayern,GER,1,1803.31640625,2004-11-04,2004-11-04
15,Bayern,GER,1,1807.18823242,2004-11-05,2004-11-06
14,Bayern,GER,1,1812.02770996,2004-11-07,2004-11-10
13,Bayern,GER,1,1812.02770996,2004-11-11,2004-11-14
11,Bayern,GER,1,1821.24694824,2004-11-15,2004-11-20
12,Bayern,GER,1,1823.66137695,2004-11-21,2004-11-23
11,Bayern,GER,1,1827.97924805,2004-11-24,2004-11-24
11,Bayern,GER,1,1826.90014648,2004-11-25,2004-11-25
11,Bayern,GER,1,1824.54406738,2004-11-26,2004-11-27
11,Bayern,GER,1,1827.25585938,2004-11-28,2004-12-01
11,Bayern,GER,1,1825.25427246,2004-12-02,2004-12-02
11,Bayern,GER,1,1824.63378906,2004-12-03,2004-12-04
11,Bayern,GER,1,1821.05102539,2004-12-05,2004-12-07
11,Bayern,GER,1,1827.71594238,2004-12-08,2004-12-08
10,Bayern,GER,1,1832.08105469,2004-12-09,2004-12-11
11,Bayern,GER,1,1827.93371582,2004-12-12,2004-12-15
10,Bayern,GER,1,1834.4486084,2004-12-16,2004-12-16
11,Bayern,GER,1,1834.4486084,2004-12-17,2004-12-18
10,Bayern,GER,1,1834.4486084,2004-12-19,2005-01-15
11,Bayern,GER,1,1834.4486084,2005-01-16,2005-01-21
10,Bayern,GER,1,1839.28515625,2005-01-22,2005-01-22
11,Bayern,GER,1,1839.28515625,2005-01-23,2005-01-30
11,Bayern,GER,1,1838.75146484,2005-01-31,2005-02-05
9,Bayern,GER,1,1845.52111816,2005-02-06,2005-02-13
12,Bayern,GER,1,1828.7689209,2005-02-14,2005-02-16
11,Bayern,GER,1,1830.34130859,2005-02-17,2005-02-17
12,Bayern,GER,1,1830.00952148,2005-02-18,2005-02-19
11,Bayern,GER,1,1837.58642578,2005-02-20,2005-02-20
